index	#1 Label	#2 ImageID	#3 String
12131	negative	12131.jpg	The image shows a dark blue car that has been involved in an accident, positioned in the middle of a street. The front of the car is damaged, with the hood crumpled, indicating a collision. A stroller is leaning against the car, its wheels detached, suggesting it was part of the incident. Several police officers in high-visibility vests are present, one standing close to the car and the others at a distance. Yellow police tape cordons off the area, preventing access and indicating an ongoing investigation. In the background, a building with a Canadian flag is visible, suggesting the location is in Canada. The scene appears to be on a sunny day, with shadows visible on the pavement. The watermark from Edmonton Sun indicates the source of the photograph.
12524	negative	12524.jpg	The image shows the corner of a store with large glass windows and a red exterior. There is a white circular logo with a stylized design on the wall above the windows. A red compact car is parked in front of the building, facing the window display. On the right side of the image, a woman wearing a light-colored top and dark shorts is pushing a cart loaded with cardboard boxes. Another person is visible nearby, crouching or squatting behind the cart. The scene appears to be in a daylight setting with clear visibility. The area seems to be a commercial parking lot outside the store.
13010	negative	13010.jpg	The image depicts a dimly lit night scene characterized by an overall sense of quiet and desolation. Dominating the frame is a tall building, shrouded in darkness, with its sparse windows barely emitting any light. Amidst the muted background, a bright flare or light spots near the center, creating a sharp contrast against the darkness, but also adding to the eerie atmosphere. The sparse illumination suggests it is late at night, and the scene exudes a feeling of loneliness or melancholy, with no visible signs of activity or presence, contributing to a somewhat somber and lonely mood.
13048	negative	13048.jpg	A police officer in a black uniform stands attentively on a city sidewalk near a pole. The officer is wearing a cap with a badge and sunglasses, hands clasped in front, and appears to be on duty. Yellow police tape stretches across the scene, indicating a restricted area, likely due to an investigation or incident. In the background, there are several people walking on the sidewalk behind the tape. A red public transit bench stands to the right of the officer, and further back, cars and a bus are visible on the road. The scene suggests a situation requiring law enforcement presence, possibly with an ongoing investigation or a response to an emergency.
13479	negative	13479.jpg	The image depicts a horror scene featuring a green-skinned figure with long, dark blue hair. The creature has a menacing expression, with wide, yellow eyes and a sharp, twisted grin showing its teeth. There are blood splatters surrounding the figure, particularly on its head and face, suggesting violence or injury. The creature's hand is prominently displayed with fingers elongated and sharp, adorned with large, dark fingernails, which is adding to the sense of dread and danger. In the background, there appears to be a white cloth or sheet, adding to the macabre atmosphere. The overall tone of the image is dark and unsettling, conveying a sense of fear and horror.
16665	negative	16665.jpg	The image shows a man with short blonde hair, wearing a black suit jacket and a white shirt. He is standing outdoors in a public area, likely a park, with a backdrop of a small waterfall or fountain. There are trees and greenery around him, adding to the serene environment. In the background, a few people are sitting on a bench, appearing relaxed and engaged in conversation or enjoying the surroundings. The overall atmosphere seems pleasant and calm.
18065	negative	18065.jpg	In the image, a young child is standing in a spacious indoor area that appears to be a modern hallway or lobby, characterized by large, light-colored tiles covering the floor and bright lighting. The child is wearing a red outfit consisting of a skirt and black shoes, and her hair is tied back with a red bow. She is holding a plush doll, which she is hugging closely. The child has a piece of beige fabric draped over one arm and is holding a small object in one hand, possibly a toy or a piece of clothing.The hallway is relatively empty, with benches and a digital display visible in the background. The walls are adorned with some framed artworks or displays, and there are glass doors leading to another part of the building, suggesting the area might be a public space such as a mall or an airport. The overall atmosphere of the scene is calm and quiet, but due to the label of negative sentiment, the child might be feeling upset or distressed, potentially evidenced by how she clings to the plush doll.
18432	negative	18432.jpg	The image depicts a scene involving four police officers in a public indoor setting, likely a mall or similar building. The officers are dressed in their uniforms, which include black shirts with the word "POLICE" printed on the back, along with some identification badges and patches. Two officers are wearing camouflage pants, while the other two are in white pants. They appear to be engaged in an activity, possibly a training exercise or a coordinated operation, as they are focused on something in the center of the room. The atmosphere seems tense, with officers crouched and facing inward, possibly towards a situation or target requiring their attention. The lighting is dim, adding to the serious mood of the scene. The setting appears to be well-lit with artificial light, and there are large glass windows in the background that let in some natural light. The overall impression is one of readiness and alertness, suggesting a potentially high-stakes situation.
18907	negative	18907.jpg	The image shows a small white bowl sitting on a table filled with what appears to be a dried, insect-based snack. The insects resemble crickets and are brown and greenish in color, with some small limbs visible. The bowl is mostly full, but there are a few pieces scattered around the surface of the table.In the background, there is a small cardboard sign that reads "Rib Rubbed Cricket Snacks $5," indicating that this dish is for sale and perhaps part of a themed dining menu. The sign has a simple, straightforward font and is standing upright, leaning slightly forward. Additionally, there is a part of a blue pen visible beside the bowl, possibly used for taking orders or notes. The rest of the table surface around the bowl is dark, with small crumbs and pieces of the snack scattered across it, suggesting this dish has been served and possibly sampled by a few people.Overall, the scene gives the impression of a casual dining or tasting event where unusual or exotic food items are being offered for consumption and exploration.
19566	negative	19566.jpg	In this image, a man is depicted against a backdrop featuring a cityscape. The man appears to be middle-aged with short, graying hair. He is dressed formally in a light blue suit with a matching tie and a white shirt underneath, looking poised and professional. The cityscape behind him includes tall buildings, possibly skyscrapers, against a deep blue sky, giving the impression of a bustling urban environment. The man seems to be delivering a speech or presenting news, suggested by the presence of a microphone clipped to his suit. The overall atmosphere is that of a formal setting, likely in a studio or office, emphasizing professionalism and authority.
19605	negative	19605.jpg	The image shows a vibrant collection of bright red chili peppers piled together. Each pepper is shiny, likely indicating freshness, and they vary slightly in size and shape. The peppers have smooth, curvy bodies with green stems attached at one end. The close-up view emphasizes the vivid red color and glossy texture of the peppers, creating a lively and intense visual. The overlapping arrangement gives a sense of abundance and richness in the scene. This image might evoke different sentiments depending on individual perspectives, but the visual appeal of the colorful peppers is quite striking.
20446	negative	20446.jpg	This image depicts a foggy, eerie streetscape of an old town square, suggestive of a historic site that might be considered haunted. The scene is dark and moody, likely to evoke a sense of mystery or suspense. The foreground shows two ornate street lamps casting an ominous glow, standing prominently in the center of cobblestone pavement.Behind the street lamps, buildings from another era loom in the background, partially obscured by fog and mist, giving the scene a ghostly atmosphere. The fog adds a layer of obscurity, making the details of the structures slightly harder to discern. A few indistinct figures are visible in the distance, walking aimlessly, adding to the haunting ambiance.The bold text overlays the image with the words "WHO ENJOYS VISITING HISTORIC HAUNTED PLACES?" in a jagged, bold font. The question seems to provoke curiosity or even a sense of unease in the viewer, hinting at themes of spookiness and historical intrigue.Overall, the scene is designed to attract those fascinated by history and the supernatural, suggesting that the location is shrouded in tales of paranormal activity, inviting viewers to explore its haunted mysteries.
20832	negative	20832.jpg	The image shows a young woman taking a selfie with a smiling expression. She has long, wavy hair and is wearing a sleeveless, dark top. In the background, there is a bed with an unmade appearance, including a pillow and some pillows. The photo is in black and white, adding a vintage feel to the scene. The overall mood seems cheerful and relaxed, as the subject appears happy and comfortable in her environment. The surroundings suggest a casual, cozy bedroom setting.
21004	negative	21004.jpg	The black and white image features a young person with long hair looking directly at the camera. The subject's facial expression is neutral but can be interpreted as somewhat distant or unfocused. They have a calm, introspective appearance, with their lips slightly closed and a relaxed gaze. The setting appears to be indoors, with a portion of a kitchen cabinet and a light fixture visible in the background. The lighting is soft, suggesting a natural or diffused light source, which adds an intimate, contemplative atmosphere to the scene. The overall mood may evoke feelings of quiet introspection or subtle melancholy.
21683	negative	21683.jpg	The image depicts a weathered, large piece of driftwood on a sandy beach. The wood has a pale, bleached appearance with darker, charred sections and rough, uneven surfaces, suggesting it has been eroded over time. The driftwood is partially buried in the sand, with one end standing upright, leaning against the dunes. The background shows a natural sandy dune area with sparse grass and vegetation, indicating a coastal environment under a clear, blue sky. The scene conveys a sense of isolation and the passage of time, as the wood seems to have been shaped and altered by the elements over many years.
21915	negative	21915.jpg	In this image, there is a red wine glass on a beige surface. The glass appears to be intact but with a piece that has been chipped off, lying nearby on the surface. The chipped glass piece is small, resembling a broken oval segment, suggesting that it has recently broken. The vivid red color of the glass contrasts sharply with the neutral background, emphasizing the accident. The broken piece of glass is positioned close to the main body, hinting at a recent incident likely causing inconvenience or concern. The context suggests a mishap that has resulted in the damage to the glassware.
22498	negative	22498.jpg	The image depicts a tense scene inside a building where law enforcement officers are escorting a handcuffed man, who appears to be a detainee, through a hallway. The detainee is wearing a checkered shirt and has a somber expression. A uniformed officer is holding his arm, guiding him forward. Surrounding them is a group of photographers and journalists capturing the moment, focusing their cameras on both the officer and the detainee. The atmosphere seems serious, with some individuals in the background observing the situation. The environment suggests a formal setting, possibly a government building or courthouse, given the presence of security personnel and media coverage.
22600	negative	22600.jpg	This image shows the rear view of a dark-colored sedan parked on a paved surface. The vehicle's paint appears smooth and shiny, reflecting sunlight. A noticeable dent is visible on the car's right rear quarter, just behind the rear light, suggesting it might have been involved in a minor collision or impact. The rear light is partially red and clear, typical of modern car designs, and the tire and wheel are standard alloy wheels. The license plate is visible, indicating it may be from a region where such plates are used. The context of the scene suggests that the car may have recently experienced some form of damage.
22611	negative	22611.jpg	The image depicts a train car filled with a large group of people, most of whom appear to be young adults. The carriage is packed tightly, with individuals sitting, standing, and even lying on the floor to accommodate everyone. The scene conveys a sense of overcrowding as people are crammed closely together. Many are wearing casual clothing such as t-shirts, jeans, and hats, with a few sporting bandanas or colorful head coverings. Some individuals are holding onto bags or personal belongings, and a few are engaged in conversation while others gaze into the distance. The background shows a rural landscape with sparse vegetation and trees, suggesting a journey through a countryside area. The overall atmosphere of the scene may imply challenging travel conditions, reflecting a long and arduous commute, likely driven by necessity rather than comfort. The sense of congestion and the serious expressions on many faces can suggest a narrative filled with hardship and urgency.
22658	negative	22658.jpg	The image displays a blackboard or dark surface with white chalk writing that reads "5 SOSO" at the top, with the numbers "5" and the initials "SOSO" written in a large, flowing style. Below that, in smaller lettering, it says "LH-CH-AI-MC," with a small heart shape drawn next to it. The overall style is casual and artistic, resembling a playful or spontaneous message. The surface has some smudges and marks, typical of a blackboard or similar writing surface. The context might suggest a message or a creative doodle, possibly related to a group or team, given the initials and heart symbol.
3315	neutral	3315.jpg	The image shows a political event labeled "Canada Leadership Forum" with two individuals seated on stage in front of a backdrop featuring Canadian flags. The person on the left is wearing a dark suit and is seated with one leg crossed over the other, engaging in a conversation with the individual on the right, who is also dressed in a suit and seated upright. The backdrop has a blue pattern with logos and text related to the leadership forum. There's a podium with a similar branding on the left side. The caption at the bottom reads: "Conservative leader Stephen Harper responds to small biz election priorities," indicating a discussion on small business election priorities at this event. The audience is partially visible at the bottom of the image.
3604	neutral	3604.jpg	The image is a graphical representation with textual information related to financial borrowing. At the top, in large orange text, it states "The NPD just borrowed $6,000,000,000.00 behind closed doors." This suggests a significant financial transaction has taken place.Below this, there is a grey background with an illustration of a large black bill. To the right of the bill, the text "TOTAL DEBT" appears prominently in black letters, with an orange upward arrow and "50%" underneath it, suggesting an increase in total debt by half.At the bottom section, on a black background, the text reads "The NPD plan: More spending. More taxes. More debt" in orange and white letters. The overall theme of the image appears to critique or inform about the financial policies involving increased borrowing, spending, and taxes.
3666	neutral	3666.jpg	The image shows two sets of poll data tables comparing the percentage support for political parties over three distinct time periods: "This Week," "Last Week," and "4 Weeks Ago." The parties listed include Conservative, Liberal, NDP New Democratic Party, Green, and Bloc.In the first table, for "This Week," the Conservative party has 30.1% support, the Liberal party has 29.9%, the NDP has 29.1%, the Green party has 5.2%, and Bloc has 4.7%. Looking at "Last Week," the Conservative party's support is slightly higher at 31.8%, Liberal is at 28.7%, NDP at 29.0%, Green at 5.3%, and Bloc at 4.5%. For "4 Weeks Ago," the percentages are Conservative at 31.2%, Liberal at 27.3%, NDP at 31.1%, Green at 5.8%, and Bloc at 4.0%.The second table displays a different set of data, likely from a different region or context. For "This Week," the NDP leads with 49.2% support, followed by the Liberal party at 47.2%, Conservative at 38.8%, Bloc at 29.1%, and Green at 27.7%. "Last Week" shows the NDP at 48.8%, Liberal at 46.1%, Conservative at 40.1%, Bloc at 29.7%, and Green at 26.5%. For "4 Weeks Ago," the NDP is at 51.7%, Liberal at 45.9%, Conservative at 41.8%, Bloc at 31.5%, and Green at 25.4%.These tables likely illustrate trends in public support for these political parties over time, showing slight fluctuations in percentages across the different weeks.
3720	neutral	3720.jpg	The image features a vibrant red background adorned with various stars, varying in size and scattered across the scene. To the left side, there is an illustration of a character resembling a magician or a professor. He is dressed in a three-piece red suit, complete with a tall top hat and a white bow tie. He is smiling and waving with his left hand while holding a book in his right hand.Prominently in the center of the image is a large, stylized number "3" colored in white with a shadow effect. To the right of the number, in bold, playful font, the text reads "IS A MAGIC NUMBER." The entire composition has a dynamic and cheerful feel, with the text and illustration conveying a sense of fun and whimsy. In the bottom left corner, there is a small logo that reads "SCHOOL HOUSE ROCK!" indicating that the image is likely associated with the educational animated film series known for its entertaining approach to teaching subjects.
4105	neutral	4105.jpg	The image shows a man standing outside a building, with his arms crossed and a pleasant smile on his face. He is wearing a blue jacket with a logo on the left chest area that reads "B4 Lumber." In the top left corner, there’s text indicating the position of "Manager Trainee," and at the top right corner, it mentions "Niagara Falls, NY," which suggests the location of the store. Below the man, the phrase "Construct a Career" is displayed, implying an opportunity to grow professionally. A logo for "B4 Lumber" is also present on the right side of the image, showcasing the brand name. The setting appears to be a lumber or hardware store, with visible plants and signage in the background. The overall tone of the advertisement is positive and inviting.
4545	neutral	4545.jpg	The image showcases a job posting for a Travel Nurse RN position. It features two healthcare professionals, a male doctor in a white lab coat tied with a blue and white striped tie, and a female nurse in blue scrubs. They are standing in a bright, naturally lit space, with large windows in the background, suggesting a modern hospital or medical facility environment. The man has his arms crossed while the woman holds a medical instrument. The text at the top reads, "Travel Nurse RN needed for 13 week CCU contract in Albany, NY," indicating a temporary assignment in a Critical Care Unit. In the bottom right corner, there is a logo for "accountable healthcare staffing," suggesting the staffing company responsible for the job posting. The location "Albany, NY" is highlighted, indicating the place of employment.
5144	neutral	5144.jpg	The image shows a stage set for a conference or lecture during an event called "2015 Documentary Conference." The presentation slide behind the speakers reads "DOC Conference" and provides a topic: "In documentaries begin responsibilities: a conversation with Asif Kapadia." The stage has two chairs where speakers are seated, engaged in a discussion, and facing an audience seated in rows of chairs. The backdrop features a large screen with blue-toned abstract art, and there is a lit pillar with the event title to the left. The audience members appear attentive, and the setting suggests a formal, engaging discussion related to documentaries.
5373	neutral	5373.jpg	The image shows a cartoon character resembling a dinosaur. It is standing upright and is characterized by a friendly and cheerful demeanor, evident from its wide, open-mouthed smile and one hand raised in a friendly gesture. The dinosaur is primarily pink with a green belly. It has a slightly rounded body and short legs, each ending in three yellow toes. The background is plain white, highlighting the colorful and playful nature of the character. This depiction is often associated with children's entertainment and animation, suggesting a lighthearted and fun context.
5828	neutral	5828.jpg	In the image, a baseball player is putting on a blue cap with a logo, which resembles the Boston Red Sox emblem. His jersey is also blue and has the name "BUTLER" on the back, above the number 7. He is wearing a black baseball glove on his left hand. The background is filled with a crowd of spectators in a stadium, indicating that this might be during a game or a significant event. The player has a focused expression, with his eyes looking to the side as he positions the cap on his head. The atmosphere suggests a typical baseball game environment with the fans visible in the stands behind him.
7049	neutral	7049.jpg	In the image, a person is standing on stage wearing black leather pants with a distinctive yellow drawstring. They are shirtless, revealing several tattoos on their arms and chest. The individual appears to be facing the audience, with their hands in their pockets, suggesting a moment of confidence or readiness before or during a performance. The background displays a vibrant scene with enthusiastic spectators, as well as a large screen showing an image with the text "There is Something About" visible among the crowd. Photographers and other crew members are also visible, capturing the event. The overall atmosphere appears lively and energetic, indicating that this might be a concert or live performance.
7144	neutral	7144.jpg	The image appears to be a webpage for a music download platform called "EatInDaStreets." The site's theme includes dark and green elements, with an illustration of a graffiti-styled head in the top left corner. Several sections display music albums and mixes, with album covers shown prominently in a grid layout under the title "Downloads."On the right, there is a pop-up window showcasing details for a music download titled "EatinDaStreets - Camo Hydro King Big Legs Land." Below this, another pop-up displays "EatInDaStreets - The Come Up" Mixtape Music Vol 1. These pop-ups include track lists and social media share icons.In the bottom left, there's another illustration of the graffiti-styled head, emphasizing the site's bold and urban theme. The user interface elements are designed to look contemporary and urban, aligning with the graffiti and street art motifs.
8803	neutral	8803.jpg	The image displays a bottle standing upright on a surface. The bottle is a clear, cylindrical shape with a silver cap. It has a label with the word "SMIRNOFF" at the top of the neck in black letters against a silver background, followed by the word "ICE" in bold black letters. Below that, smaller text describes it as "PREMIUM VODKA REVELATIONS" and further details "REFRESHING CITRUS FLAVOUR" in both English and French. Below the main text, there is an emblem featuring a castle or fortress design on a shield. The bottom of the label indicates that the bottle contains "375 ML 40% ALC/VOL". In front of the bottle, there is a black cord partially looping around an object, possibly headphones or earphones, which are resting against the bottle. A partially visible CD or DVD and a yellow Sharpie marker are also seen next to the bottle, suggesting this image may have been taken on a desk or table used for various purposes. The overall scene gives a casual, everyday impression with personal items in close proximity to the bottle.
