index	#1 Label	#2 ImageID	#3 String	#3 String
4884	negative	4884.jpg	This image features a green sign with white text placed on a patch of bare ground with sparse patches of grass. The sign reads "PLEASE DO NOT WALK ON GRASS," emphasizing the request to avoid damaging the grass. The background shows a paved road meeting the patch of dirt and grass, suggesting a boundary between different types of terrain. The lighting appears natural and evenly lit, and the overall context of the scene is outdoors, likely near an area where pedestrian traffic might frequently step on the grass. The image conveys a lack of compliance with the sign, highlighting the negative sentiment about people ignoring such requests.
5112	negative	5112.jpg	The image shows a cluster of intertwined snakes with a focus on their coiled arrangement, where each snake partially obscures the others. The visual elements include dim lighting, which casts shadows and gives a murky or somber tone. The colors are predominantly shades of brown, grey, and red, contributing to a darker and more ominous atmosphere. The overall scene context appears to be unsettling, potentially implying a sense of danger or unease due to the dense, tangled appearance of the snakes.
26	neutral	26.jpg	The main subjects of the image are industrial buildings and large cylindrical tanks set in a snowy landscape, with a clear blue sky as the backdrop. The arrangement is mostly linear, with the industrial structures behind the snow-covered ground and a few evergreen trees emerging through it. There is an orange building on the right side, extending into the frame, and street lamps are positioned along the road.The lighting in the image is bright, casting clear shadows and highlighting the textures of the snow and buildings. The colors are muted, dominated by the whites and grays of the snow and industrial structures, contrasted by the vivid blue of the sky and the warm orange of the building.The overall scene context suggests a cold, possibly isolated industrial area during winter, with minimal human activity evident. The clear weather and bright lighting contribute to a sense of calm and emptiness.
511	neutral	511.jpg	The main subjects in the image are four individuals dressed in white and black stormtrooper costumes, resembling characters from the Star Wars franchise. They are arranged in a circle, hunched over, with their hands extended towards a small cylindrical object on the floor at their center. Their postures suggest they are closely examining or observing the object.The scene is set in a brightly lit retail store. The lighting is fluorescent, typical for such environments, casting a clear and even illumination over the area. The color scheme of the store features a mix of vibrant packaging and product displays, with blue and white tiles on the floor. The surrounding shelves are stocked with various items, adding to the busy retail atmosphere.Overall, the scene appears to be playful and staged, possibly for humorous effect or promotional purposes within the store context. The juxtaposition of the stormtrooper costumes in a mundane retail setting creates a whimsical and entertaining visual.
516	neutral	516.jpg	The image depicts a scene inside a basketball arena. The main subjects include a group of people, likely athletes and coaching staff, gathered at one end of the basketball court. They are standing on and around the court facing a person who seems to be giving a talk or instructions. The arrangement suggests a pre-game or halftime team meeting.The visual elements feature bright overhead lighting that illuminates the court and the surrounding seating area. The colors are predominantly blue, as evident from the seats and some of the fans' attire, contrasted with the polished wooden hue of the basketball court. There is also a large scoreboard and banners hanging from the ceiling, adding to the sports venue ambiance.The overall scene context appears to be a live college basketball game, given the presence of a sizable audience in the stands. The crowd, dressed casually, is attentively watching the proceedings on the court. The setting conveys a typical collegiate sports event atmosphere with fans engaged in the game.
648	neutral	648.jpg	The main subjects of the image are the logos and product packages of a brand called Elivar and a promotional mention of the 220 Triathlon Awards 2015. The Elivar logo, which includes a stylized shield design with a running figure, is prominently placed in the top-left corner, followed by the brand name and a tagline that reads "Optimised sports nutrition for endurance athletes over 35." Below the Elivar section, the 220 Triathlon Awards 2015 logo is clearly visible, with the text in grayscale. On the right side of the image, there are several packets of Elivar products fanned out slightly, showcasing different flavors and variations such as "Endure," "Infinite Plus," and "Recover." The color scheme of these packages includes dark blue, purple, red, and yellow, with bright and eye-catching designs that highlight the product benefits.The lighting in the image is neutral, evenly illuminating the products and logos without creating harsh shadows or highlights. The overall context suggests a promotional or marketing focus, likely targeting athletes interested in endurance sports and nutritional support. The scene is clean and professional, designed to convey a sense of reliability and effectiveness for the products being advertised.
1089	neutral	1089.jpg	The image features a single main subject: a translucent ice sculpture of a humanoid figure lying on a bed of smooth stones underwater. The focus is on this icy figure, which appears to be centrally placed against a backdrop of clear water that enhances its ethereal appearance. The lighting is soft and diffused, creating a serene, almost otherworldly atmosphere. The blue and white tones dominate the scene, with the ice sculpture reflecting the cool tones of its surroundings. The overall context of the scene suggests a tranquil and submerged environment, possibly a calm body of water or an art installation. The text overlay on the image is in a casual style, adding a conversational element to the visual.
2005	neutral	2005.jpg	The image features two individuals engaged in a conversation. The person on the left is looking towards the individual on the right, who seems to be listening intently, with his hand up to his mouth. This arrangement creates a dynamic interaction between the two figures.The lighting is even and natural, which helps to highlight the primary subjects without creating harsh shadows. The colors in the image are relatively muted, with the individual on the right dressed in a military-style uniform with a red hat and gold details, adding a slight contrast to the overall subdued palette.The overall scene appears to be outdoors, with a natural backdrop that contributes to the authenticity of the moment captured. The composition emphasizes the exchange between the two individuals, suggesting a moment of curiosity or inquiry.
2095	neutral	2095.jpg	The main subject of the image is a rectangular electronic device with a prominent front panel featuring a grid-like pattern that likely conceals internal components. The front panel emits a soft, even glow, suggesting an illuminated screen or display. The device is angled slightly to the left, showcasing a power cord extending from the back, which fades into the background. The casing appears to be a muted greyish-purple, with a subtle metallic sheen, and smooth surfaces without any visible buttons or controls.Visually, the lighting is soft and diffused, providing a gentle illumination that highlights the texture of the grid pattern on the front panel while casting minimal shadows. The color palette is monochromatic, dominated by shades of grey and purple, contributing to a calm and neutral tone.The overall scene context suggests this device could be a part of modern home or office technology, possibly a smart display, digital photo frame, or an interactive kiosk. The minimalistic design and lack of prominent branding make it versatile for various settings. The neutral background emphasizes the device, allowing the viewer to focus on its form and function.
2720	neutral	2720.jpg	The image features a small statue of a seated Buddha placed on what appears to be a smooth surface against a softly blurred background that transitions from green to beige. The lighting is gentle, creating a calm and contemplative atmosphere, with soft shadows enhancing the statue's texture and form. The colors are muted, primarily earthy, adding to the serene mood. The scene conveys a sense of peace and reflection, with the Buddha statue embodying tranquility. Below the statue, there is a quote attributed to Buddha, reading: "We are what we think. All that we are arises with our thoughts. With our thoughts, we make the world." This text contributes to the philosophical and meditative quality of the image.
2784	neutral	2784.jpg	The image depicts a modern white toilet with its lid open, positioned centrally on the floor of a bathroom. The toilet seat features red lines highlighting its design for additional sitting length, as indicated by the annotations "Arms ease sitting & standing" and "Additional 5". The bathroom setting includes a clean, minimalist grey wall and a portion of the baseboard, with a partial view of a sink and countertop in the background. The lighting is soft and evenly distributed, enhancing the clean and crisp appearance of the toilet and the bathroom decor. The overall scene emphasizes functionality and modern design, focusing on comfort and accessibility features.
3807	neutral	3807.jpg	The main subjects in the image are two individuals; one sits prominently in the foreground, wearing a checkered shirt and shorts, with their legs partially submerged in a large pile of snow. The other individual, wearing a black shirt and cap, sits slightly in the background, looking at a device in their hand. Both are seated on black metal chairs, with the person in the foreground focused downward, possibly interacting with a camera or similar object.The visual elements include a wintry setting, with significant snow piled up, suggesting a cold environment. The lighting appears natural, likely overcast, contributing to the muted, subdued color palette dominated by whites and grays from the snow and the building's red brick facade. A small flame is visible in the background near the building, adding a hint of warmth to the otherwise chilly scene.Overall, the scene depicts a casual moment outdoors during winter, with individuals seemingly taking a break or engaging in a relaxed activity despite the snowy conditions. The setting appears to be a residential area, indicated by the brick building and the personal nature of the gathering.
4091	neutral	4091.jpg	The image displays car seat covers in a sleek black color with red accents. The main subjects include a set of covers for a three-seater bench and two individual car seats arranged diagonally, with three additional pillow-like accessories and four matching seat belts laid out in front. The lighting is even, highlighting the contrasting red and black colors, which provide a modern and sporty appearance. The context suggests a comprehensive set designed for vehicle interior customization, emphasizing comfort and style.
4654	neutral	4654.jpg	The image depicts a stylized, cartoon-like representation of a blue structure with a bulbous end from which green and yellow oval shapes with faces are emerging. These shapes resemble cells or particles being released or emitted. On the right side, a similar light blue structure appears to be capturing or absorbing these shapes, with small green and yellow figures clinging to its surface. The background is predominantly black, drawing attention to the two main structures and their interactions.Visual elements include a limited color palette dominated by shades of blue, green, yellow, and black. The lighting appears uniform, with no specific highlights or shadows, maintaining a flat, two-dimensional appearance. The overall scene context suggests a biological or scientific theme, possibly illustrating cellular interaction or exchange between two entities. The arrangement and simplicity of the image emphasize the movement and connection between the structures and particles.
584	positive	584.jpg	The image presents a series of six scenes arranged in a grid, depicting different characters in an outdoor desert-like environment with a clear blue sky. Each scene captures characters in different poses, interacting with wooden crates and targets.In terms of main subjects, the characters appear to be wearing cowboy attire, including hats and bandanas, adding a Wild West theme. They are positioned near wooden crates and targets, which suggests activities or playful interactions taking place. The characters perform various actions, such as aiming, holding objects, and reacting to events.The visual elements include vibrant colors that enhance the clear blue sky and the sandy terrain. The lighting seems bright, indicating a sunny day, which contributes to the cheerful atmosphere. The consistent placement of the characters against desert backdrops and wooden elements provides a cohesive visual theme.Overall, the scene context suggests a playful and adventurous setting, with characters engaging in dynamic poses and interactions against a whimsical, cartoonish landscape. The consistent layout and character arrangement create a sense of continuity and narrative across the scenes.
806	positive	806.jpg	The group photo features a large number of people, including men, women, and some children, positioned in two rows inside a sports store. The front row consists of people sitting or crouching, while the back row has everyone standing to accommodate everyone in the frame. Many are smiling or displaying enthusiastic expressions, contributing to a positive atmosphere. Lighting is even and bright, illuminating the group and the surrounding merchandise effectively. The colors are vibrant, with many individuals wearing athletic clothing in shades of yellow, blue, red, and black, creating a dynamic and energetic visual effect. The store is well-lit, showcasing various sports apparel hanging in the background and on shelves, and signs with motivational slogans are visible above the merchandise displays.The overall scene suggests a sense of community and enthusiasm, likely among friends, family, or team members gathered at a sports store, perhaps for a group fitness activity or event. The presence of sports attire and motivational signage reinforces the theme of activity and collective motivation.
1109	positive	1109.jpg	The image features two side-by-side photographs of a person's hairstyle from different angles. The left side shows a view of the back of the person's head with long, wavy blonde hair that blends into darker tones at the top, likely due to lighting or hair color variation. The right side presents a slightly angled view, showcasing the same hairstyle with a golden hue that adds warmth and highlights the smooth, voluminous waves. The background is neutral, with a focus on the hair, emphasizing the texture and color. The lighting is soft and even, enhancing the blonde tones and creating a smooth gradient in the hair color. The overall scene suggests a focus on hair styling, possibly in a salon or a well-lit indoor setting, with an emphasis on the hair's aesthetic appeal.
1164	positive	1164.jpg	The main subject in the image is a young child, who is the focal point of the composition. The child is wearing a bright orange shirt with some patterns on it, which catches the viewer's eye due to its vivid color. The child has a slight smile and appears to be looking slightly upwards or at someone off-camera, suggesting a moment of interaction or reaction.The background is somewhat blurred, which helps to highlight the child as the central figure. The lighting in the image is warm and soft, indicating that the photo might have been taken indoors with natural or soft artificial light. This warmth enhances the positive and inviting feel of the image.There is text overlaid on the image in large, bold letters. The upper part of the image contains phrases like "you're the jelly to my burger" and similar comparisons, which appear to be emphasizing the child's point in a playful manner. The lower part of the image states "my point is, you're worthless" in quotation marks, suggesting a dark or humorous twist to the compliment. The Instagram handle @INSTAHYSTERIC is visible on the left side, indicating the source or creator of the image.Overall, the scene seems to convey a mix of humor and playfulness, likely taken from a conversation or interaction that has been humorously captioned. The child's expression, combined with the text, adds an element of irony or dark humor to the image.
1944	positive	1944.jpg	The main subject is a man who appears to be taking a selfie with a smile, positioned in the foreground of the image. Behind him is a dramatic volcanic eruption, with thick ash clouds and intense flames. The lighting contrasts sharply with the dark ash and bright flames in the backdrop, while the man is well-lit, emphasizing his cheerful expression. The colors are dominated by earthy tones such as browns and grays from the volcanic landscape, juxtaposed with the vivid reds and oranges of the fire. The overall scene combines elements of calmness from the smiling man with the chaotic backdrop of the volcanic eruption, creating a striking and humorous contrast.
2084	positive	2084.jpg	The main subject in the image is a person standing behind a transparent podium, holding sheets of paper possibly preparing to speak or delivering a speech. The individual is dressed casually in a light blue and gray long-sleeved shirt and dark pants. The setting appears to be a formal or semi-formal event, most likely taking place in a hall or auditorium with wooden paneling in the background. The podium is positioned slightly off-center, allowing for a clear view of the speaker.Visual elements include warm lighting that casts a soft glow, enhancing the amber tones of the wooden walls and the reddish-brown carpet on the stage. The plant to the left adds a touch of greenery and liveliness to the scene. The overall atmosphere is calm and composed, with the speaker focused on their task, suggesting a thoughtful and engaging presentation or speech.The context of the scene seems to be an educational or informational event, such as a lecture, seminar, or workshop. The setting exudes a sense of professionalism coupled with approachability, indicated by the casual attire of the speaker and the straightforward design of the podium. The audience is not visible, but the environment suggests a gathering where ideas are being shared or discussed.
2943	positive	2943.jpg	The main subject of the image consists of a quote that reads, "THE ONLY PERSON YOU ARE DESTINED TO BECOME IS THE PERSON YOU DECIDE TO BE," attributed to Ralph Waldo Emerson. This text is centered in the upper half of the image, making it the focal point. The arrangement of the text is organized in a clear, legible manner, with each line evenly spaced to enhance readability.The visual elements include a background of dense green foliage, likely a forest or wooded area, which provides a natural and serene setting for the message. The lighting appears soft and even, likely natural daylight, which contributes to the calming atmosphere. The colors are predominantly shades of green with subtle variations, indicating a healthy and vibrant environment.The overall scene context is one of tranquility and positivity, with the quote about personal agency and self-determination harmonizing with the peaceful backdrop of the forest. This combination suggests a theme of growth, both personal and natural, reinforcing the message of the quote.
3104	positive	3104.jpg	The image features two people standing in a dimly lit hallway, likely in a video game setting based on the graphics. The person on the left appears to have short red hair and is wearing a light blue blouse with puffed sleeves, crossed arms, and a dark skirt. The person on the right has darker hair and is dressed in a formal navy suit with a white shirt and tie, holding a gun in each hand, pointing forward. The lighting is subdued, with shadows cast along the walls and floor, contributing to a tense atmosphere. The color palette is muted, with browns and dark tones dominating the background, enhancing the mood of the scene. The overall context suggests a moment of confrontation or impending action.
3269	positive	3269.jpg	The main subjects are four young women in the foreground, dancing and appearing to enjoy themselves at a social gathering. They are centrally positioned and engaged with each other, suggesting movement and interaction. In the background, there are additional people mingling, contributing to the lively atmosphere.The visual elements include warm lighting that adds a cozy and inviting ambiance to the scene. The color palette is soft, with light-colored dresses worn by the main subjects contrasting against the muted tones of the background. The tiles on the floor and the décor on the walls add texture and depth to the setting.The overall scene context indicates a casual, indoor party or celebration with friends. The energy and expressions of joy on the faces of the participants convey a sense of excitement and camaraderie.
3651	positive	3651.jpg	The main subject of the image is a piece of fried chicken, which is placed on a small clear stand. The chicken is coated with a crispy, golden-brown batter and is held up by two metal skewers, giving it an eye-catching presentation. The background features a soft-focus effect with gentle lighting that highlights the texture and color of the chicken, creating a glossy and appetizing appearance. The lighting enhances the golden hues, making the fried chicken look crunchy and delicious. The overall scene suggests a focus on the food item, possibly in a display or presentation setting that emphasizes its appealing and appetizing qualities.
3821	positive	3821.jpg	The image depicts four young men standing in a row and smiling, creating a cheerful and positive atmosphere. They are casually dressed in a variety of shirts, jackets, and accessories, suggesting a relaxed and informal setting.The lighting appears natural, likely taken during daytime with soft, diffused light, which enhances the friendly mood. The colors are muted yet varied, with a mix of grays, blues, and blacks, punctuated by lighter tones from their shirts and the background.The scene takes place outdoors, possibly on a rooftop or balcony, as indicated by the railing and urban landscape in the background. There are some buildings and a cloudy sky, adding to the relaxed and open-air feel. The posture and expressions of the individuals convey a sense of camaraderie and enjoyment.
4432	positive	4432.jpg	The main subject of the image is a quote that reads "Let gratitude be the pillow upon which you kneel to say your nightly prayer" by Dr. Maya Angelou. The text is centrally placed over a background featuring lush green leaves, which adds a serene and natural ambiance to the image. The lighting is soft and even, highlighting the texture of the leaves and providing a calm, meditative feel. The colors are predominantly shades of green, reinforcing a sense of growth and tranquility. The overall scene conveys a peaceful and reflective mood, encouraging a sense of gratitude and mindfulness as part of one's nightly routine.
